orig_toxic,orig_neutral,toxic_comment,neutral_comment,lang,sim_score,toxic_score,neutral_score
more proof that liberalism might be a mental disorder .,more proof that liberalism might be a problem,リベラリズムが精神障害である可能性があるというさらなる証拠。,リベラリズムが問題であるかもしれないというさらなる証拠,ja,0.8268024921417236,0.0019611716270446777,0.0014379620552062988
it would be stupid not to .,it wouldn't be intelligent not to.,そうしないのは愚かなことです。,そうしないのは賢明ではありません。,ja,0.7686901092529297,0.00197601318359375,0.0005958080291748047
"i was just feeding him back his own , hypocritically selfrighteous words .",I was just feeding him back his own words.,私は彼自身の偽善的で独善的な言葉を彼にフィードバックしただけでした。,私は彼自身の言葉を彼にフィードバックしただけです。,ja,0.8100099563598633,0.0030623674392700195,0.0005154609680175781
the police dont have time for this crap .,The police have no time for this.,警察にはこんなくだらないことをする時間がない。,警察にはそんなことをしている暇はない。,ja,0.8690789937973022,0.004175305366516113,0.0014153718948364258
"i want you all to myself , you sexy beast .","i want you all to myself , honey .",あなたを独り占めしたい、セクシーな野獣。,あなたを独り占めしたいの、ハニー。,ja,0.7477912902832031,0.9989560842514038,0.9983363747596741
"if any of the cry babies who dont respect democracy come , it will be the stupid drain","If any of the cry babies who dont respect democracy come , it will be the bad drain.",民主主義を尊重しない泣き虫が来たら、それは愚かな排水溝になるでしょう,民主主義を尊重しない泣き虫が来たら、それは悪い排水溝になるでしょう。,ja,0.7923204302787781,0.998641312122345,0.9984227418899536
the stupid dems cheered when a sp was appointed .,The dems cheered when a sp was appointed.,愚かな民主党は議員が任命されると歓声を上げた。,民主党はSPが任命されると歓声を上げた。,ja,0.660097599029541,0.9611650109291077,0.001720428466796875
some idiots put that to overshadow the war .,Some people put that to overshadow the war.,一部の愚か者は戦争を目立たなくするためにそれを言った。,戦争を目立たなくするためにそれを置く人もいます。,ja,0.7924188375473022,0.024480879306793213,0.0011186003684997559
"disgusting , immoral people , rightwing extremists , who should be driven out of office asap .",immoral people who should be driven out of office asap .,不快で不道徳な人々、右翼過激派、彼らはできるだけ早く公職から追放されるべきである。,不道徳な人々は一刻も早く公職から追放されるべきである。,ja,0.829111635684967,0.9985301494598389,0.9891698956489563
"hello , you sexy little lovehole ! .","Hello , you are so beautiful ! .",こんにちは、セクシーな小さなラブホール！ 。,こんにちは、あなたはとても美しいですね！ 。,ja,0.9028810262680054,0.00040155649185180664,0.0002484917640686035
neither will anything change from this crap .,neither will anything change from this.,このクソからは何も変わりません。,これからも何も変わりません。,ja,0.8548380136489868,0.9888700246810913,0.0006300806999206543
im here reading the usual garbage posts from the usual right wing suspects .,Im reading the posts from the right wing suspects,私はここで、いつもの右翼容疑者によるいつものゴミ投稿を読んでいます。,右翼容疑者の投稿を読んでいます,ja,0.8362491130828857,0.03704756498336792,0.001547098159790039
time to pull this rubbish .,Time to attend to this issue.,このゴミを取り除く時間だ。,この問題に取り組む時間です。,ja,0.8498160243034363,0.0015882253646850586,0.0005478262901306152
you have neither the honesty nor the maturity to admit that you said something stupid .,You have neither the honesty nor the maturity to admit that you said something wrong.,あなたには自分が愚かなことを言ったことを認める正直さも成熟度もありません。,あなたには、自分が間違ったことを言ったと認めるだけの正直さも成熟度もありません。,ja,0.8852697014808655,0.9969954490661621,0.05757659673690796
"the same government that dont know its elbow from their ass , that cant even manage a shebeen properly .",The same government can't even manage a club properly.,政府も自分たちのことをよく知らないし、国民を適切に管理することさえできないのと同じだ。,同じ政府がクラブを適切に管理することさえできない。,ja,0.6902093887329102,0.9954741597175598,0.0014052987098693848
what a chicken crap excuse for a reason .,what a bad excuse for a reason.,何というチキンな言い訳には理由がある。,なんてひどい言い訳だろう。,ja,0.7385294437408447,0.005368232727050781,0.0015071630477905273
the election of van der bellen was a victory for stupidity and cultural suicide .,the election of van der bellen was a victory for being unknowledgeable and cultural suicide .,ファン・デル・ベレンの選挙は愚かさと文化的自殺の勝利だった。,ファン・デル・ベレンの選挙は、無知で文化的な自殺行為による勝利だった。,ja,0.8579933047294617,0.015263497829437256,0.06515198945999146
crazy like a fox the wily president trump kept slimy james comey on the straight and narrow .,The president Trump kept James Comey on the straight and narrow.,キツネのように気が狂った、狡猾なトランプ大統領は、真っ直ぐで狭いところでぬるぬるしたジェームズ・コミーを保ち続けた。,トランプ大統領はジェームズ・コミー氏を直線的かつ狭いところで抑えた。,ja,0.790117621421814,0.49128901958465576,0.0015721321105957031
generous seperation packages my ass !,Generous separation is not good for me.,寛大な分離が私のお尻を包みます！,寛大な分離は私にとって良くありません。,ja,0.7550435066223145,0.9874697923660278,0.0010047554969787598
delete the page and shut up,delete the page,ページを削除して黙ってください,ページを削除する,ja,0.9059510827064514,0.002480447292327881,0.0006244778633117676
"clinton is a loser , twice .",Clinton lost twice.,クリントンは二度負けた。,クリントン氏は２度負けた。,ja,0.7882447242736816,0.0006146430969238281,0.0012842416763305664
"obama has been a total failure , and now looks like a sore loser .","Obama has not been entirely successful, and he doesn't look like a winner.",オバマは完全な失敗者であり、今では負け惜しみのように見えます。,オバマ氏は完全に成功したわけではなく、勝者には見えない。,ja,0.87689608335495,0.9956526756286621,0.002455294132232666
if you arent frightened i think you are an idiot,if you arent frightened i think you are making mistake,怖がらないなら君はバカだと思う,怖がっていないなら、あなたは間違いを犯していると思います,ja,0.9313517808914185,0.0147324800491333,0.0011608004570007324
"damn , he was back home and should have stayed there .",He was back home and should have stayed there.,くそー、彼は家に帰ってきたし、そこに留まるべきだった。,彼は家に帰っていたので、そこに留まるべきだった。,ja,0.895904541015625,0.002875030040740967,0.0008516311645507812
you tried make an irrelevant point by using a really dumb generalization .,You tried to make an irrelevant point by uaing a really unintelligent generalization.,本当にばかげた一般化を使用して、無関係な点を主張しようとしました。,あなたは本当に知性のない一般化を言って、無関係な論点を作ろうとしました。,ja,0.8262895345687866,0.0019330382347106934,0.007309615612030029
voting for her if the examiner and mitch the establishment bitch dont like her,voting for her if the examiner and mitch the establishment dont like her,試験官とミッチの体制の雌犬が彼女を好きじゃないなら彼女に投票する,試験官とミッチが彼女を気に入らないなら彼女に投票する,ja,0.8503159284591675,0.99793940782547,0.9908818006515503
"jeez , our voters vote in some stupid people .","Jeez, our voters vote for some unsuitable people.",うーん、私たちの有権者は愚かな人々に投票します。,ああ、私たちの有権者は不適切な人物に投票します。,ja,0.7338981032371521,0.33330368995666504,0.0015280842781066895
i dont remember any stupid moves .,I don't remember any unsuitable moves,愚かな動きは覚えていない。,不適切な動きは覚えていない,ja,0.9124840497970581,0.003619849681854248,0.0007055997848510742
the garbage that is being created by cnn and other news agencies is outrageous .,The news that is being created by cnn and other news agencies is outrageous.,CNN や他の通信社が作成しているゴミは言語道断です。,cnnや他の通信社が作っているニュースはとんでもないものです。,ja,0.7171289324760437,0.9754312038421631,0.003076493740081787
government sucks the life out of an economy .,Government destroys the life out of an economy.,政府は経済から命を吸い取ります。,政府は経済の生活を破壊します。,ja,0.9056835174560547,0.9943305253982544,0.9974706172943115
some idiots no longer believe in national sovereignty .,Some people no longer believe in national sovereignty,一部の愚か者はもはや国家主権を信じていない。,国家主権をもはや信じていない人もいる,ja,0.8923429250717163,0.9922616481781006,0.0007025003433227539
"he traveled to amarillo , from alaska , and proceeded to make an arse of himself .","He travelled to Amarillo, from Alaska, and procedeed to make bad choices.",彼はアラスカからアマリロに旅行し、自分自身の尻を作り始めました。,彼はアラスカからアマリロに旅行し、間違った選択を続けました。,ja,0.7452501058578491,0.9980385899543762,0.0005423426628112793
how many niggers does it take to change a light bulb ?,How many people does it take to change light bulb?,電球を交換するには何人の黒人が必要ですか?,電球を交換するには何人かかりますか?,ja,0.829569935798645,0.7751532793045044,0.0004392266273498535
these exam retakes and try until you pass ideas mean any idiot can get credentials for any profession anytime .,these exam retakes and try until you pass ideas mean any unsuitable can get credentials for any profession anytime .,これらの試験を再受験し、合格するまで挑戦するということは、どんな馬鹿でもいつでもどんな職業の資格も取得できることを意味します。,これらの試験は再受験し、合格するまで挑戦することにより、不適格者がいつでもあらゆる職業の資格を取得できることを意味します。,ja,0.8324747681617737,0.1653926968574524,0.0037082433700561523
the message is pbot doesnt give a shit about you .,the message is pbot doesnt care about you .,メッセージは、pbot はあなたのことなんて気にしていない、というものです。,メッセージは、「pbot はあなたのことを気にしていません」です。,ja,0.8241938352584839,0.0020657777786254883,0.0021491050720214844
"if he was such a bad driver and got into stupid situations , i would not bailed him out .","if he was such a bad driver and got into bad situations , i would not bailed him out .",もし彼がそんなに下手な運転手で愚かな状況に陥ったとしても、私は彼を救済しないだろう。,もし彼がそれほど下手な運転手で、ひどい状況に陥ったとしても、私は彼を救済しないだろう。,ja,0.8314687013626099,0.00297468900680542,0.0034443140029907227
he is working with russia to take down america and clowns like you are too clueless to notice .,he is working with russia to take down america and you didn't notice.,あなたが無知すぎて気付かないように、彼はアメリカとピエロを倒すためにロシアと協力しています。,彼はアメリカを倒すためにロシアと協力しているのに、あなたは気づかなかった。,ja,0.7368718385696411,0.9857699871063232,0.036395490169525146
"trump has been kickin ass forths , and you still havent figured out he is da man .","trump has been firing bad people,and you still haven't figured out he is da man.",トランプはひどいことをしているが、あなたはまだ彼がダメ男であることに気づいていない。,トランプは悪人を解雇してきたが、あなたはまだ彼がダメ人間であることに気づいていない。,ja,0.7224352359771729,0.9926633834838867,0.9858357906341553
it is truly incredible how hypocritical you are .,it is truly incredible how you talk from both sides of your mouth.,あなたがどれほど偽善的であるかは本当に信じられないほどです。,口の両側から話す様子は本当に信じられないほどです。,ja,0.8900192975997925,0.9895579218864441,0.0012046098709106445
some stinks cannot be unstunk .,Some things cannot be undone.,臭いによっては消臭できないものもあります。,一部のことは元に戻すことができません。,ja,0.6733902096748352,0.0008988380432128906,0.0005266070365905762
damn those young mothers driving their children to daycare through the snow drifts .,those young mothers driving their children to daycare through the snow drifts.,雪の吹きだまりの中を子供たちを保育園に車で送り届ける若い母親たちはくそったれだ。,雪の吹きだまりの中を子供たちを保育園に送り届ける若い母親たち。,ja,0.8055159449577332,0.004018187522888184,0.003148496150970459
mckenna social justice warrior but big spender hypocrite on expensive government vehicles cut ! .,mckenna social justice warrior but big spender on expensive government vehicles cut !,マッケンナは社会正義の戦士だが高価な政府の車両に大金を浪費する偽善者だ！ 。,マッケンナ 社会正義の戦士だが高価な政府車両への多額の支出を削減!,ja,0.8522971868515015,0.9842932820320129,0.0021656155586242676
"its a crock of shit , and you know it .","It's senseless, you know",それはクソ野郎、そしてあなたもそれを知っています。,それは無意味だよ、わかるだろう,ja,0.8138483762741089,0.9994496703147888,0.0015071630477905273
wikipedia review and tell the world why you not a grand dickhead,Wikipedia review and tell the world why you not wrong,ウィキペディアをレビューして、なぜあなたが大馬鹿者ではないのかを世界に伝えてください,ウィキペディアをレビューして、なぜ間違っていないのかを世界に伝えましょう,ja,0.8889790773391724,0.0011563301086425781,0.0003390312194824219
we arecountry of losers and abusers .,We arecountry of not talented people.,私たちは敗者と虐待者の国です。,私たちは才能のない人々の国です。,ja,0.8485289216041565,0.9986091256141663,0.998297393321991
"good , dont let the door hit you in the butt as you leave this conversation mr .","good , dont let the door hit you as you leave this conversation mr",いいですね、この会話を終えるときにドアにお尻をぶつけないでください、ミスター。,いいですね、この会話を離れるときにドアにぶつからないでください、ミスター,ja,0.7712442278862,0.9814953207969666,0.3165079355239868
our court system is so screwed and if he is caught he will only get out again .,our court system is not good,私たちの法廷制度はめちゃくちゃで、もし彼が捕まったら、また出てくるだけだ。,私たちの裁判制度は良くありません,ja,0.8719618320465088,0.0014976263046264648,0.0017367005348205566
will never willingly watch that crap ever again .,Will never willing watch that ever again.,あんなくだらないことは二度と喜んで見ることはないだろう。,二度とそれを見るつもりはありません。,ja,0.7841042876243591,0.9967708587646484,0.0009327530860900879
she is looking like shite .,she is looking like bad,彼女はシテっぽいですね。,彼女は悪そうな顔をしている,ja,0.8571656942367554,0.009290456771850586,0.9878345727920532
btw jonhson county is a real shithole in case you were wondering .,Johnson county is not good.,ところで、ジョンソン郡は本当にクソ野郎だ。,ジョンソン郡は良くない。,ja,0.7493613958358765,0.9994075298309326,0.27589845657348633
only churches give a crap it seems .,only churches care it seems,教会だけがひどいことをしているようです。,教会だけが気にしているようだ,ja,0.7740556597709656,0.21481990814208984,0.012287318706512451
may karma be with this scumbag .,may karma be with this unlike person,この下品な奴にはカルマがあるかもしれない。,この人と違う人にはカルマがあるかもしれない,ja,0.5986950993537903,0.9991804957389832,0.2956221103668213
"hey , you are a chicken shit coward .","hey, you are not brave.",おい、君はクソ卑怯者だ。,おい、君は勇気がないね。,ja,0.7257883548736572,0.9987114667892456,0.059929728507995605
why are canadians so taken up with hockey when their teams are all losers ?,Why are canadians so taken up woth hockey?,なぜカナダ人はチームが全員敗者なのにホッケーに夢中になるのでしょうか？,なぜカナダ人はホッケーにこれほど熱中するのでしょうか？,ja,0.8463112115859985,0.002610504627227783,0.0012316107749938965
canada would be very glad to be mexicos soul mate if mexico would stop being such a mess .,Canada would be very glad to be Mexicos soul mate if Mexico would improve,メキシコがこのような混乱をやめてくれたら、カナダはメキシコのソウルメイトになれることをとても嬉しく思うでしょう。,メキシコが改善してくれれば、カナダはメキシコのソウルメイトになれることをとても嬉しく思うだろう,ja,0.8192469477653503,0.003438293933868408,0.00402301549911499
"however , she is not out saying stupid things like trump on a daily basis .",However she is not talking like trump,しかし、彼女は日常的にトランプのような愚かなことを言っているわけではありません。,しかし、彼女はトランプのように話しているわけではありません,ja,0.8897953033447266,0.0010404586791992188,0.0005306601524353027
"keep crying me a river , bitch boy .","keep crying me a river , ya boy .",川のように泣き続けろ、ビッチボーイ。,川で泣き続けてよ、坊や。,ja,0.7778000831604004,0.972225546836853,0.9979960918426514
"oh , one more thing , when it comes to prehistoric life , you guys are idiots !","Oh , one more thing, when it comes to prehistoric life, you guys are not so smart.",ああ、もう一つ、先史時代の生命のことになると、君たちは馬鹿だ！,ああ、もう一つ、先史時代の生命に関して言えば、あなたたちはそれほど賢明ではありません。,ja,0.8878591060638428,0.0034763216972351074,0.002204418182373047
"since only idiots would take politcal cues from facebook , i can see why the democrat party is alarmed !","since only naive people would take political cues from Facebook, i can see why the democrat party is alarmed !",フェイスブックから政治的なヒントを得るのは愚か者だけですから、民主党が警戒する理由がわかります。,Facebook から政治的なヒントを得るのは素朴な人だけですから、民主党が警戒する理由がわかります。,ja,0.8063400387763977,0.8653494715690613,0.007790803909301758
the crisis of opioid deaths is a direct result of the stupid and corrupt policy of prohibition .,The crisis of opiod deaths is a direct result of the corrupt policy of prohibition.,オピオイドによる死亡の危機は、愚かで腐敗した禁止政策の直接の結果です。,オピオイドによる死亡の危機は、腐敗した禁止政策の直接の結果です。,ja,0.8523659706115723,0.987144410610199,0.39999091625213623
this is a free country that protectsamendment rights from little commies like you .,This is a free country that protects amendments rights from communists like you.,これはあなたのような小さな共産主義者から改正の権利を保護する自由な国です。,これはあなたのような共産主義者から改正の権利を保護する自由な国です。,ja,0.7914165258407593,0.9620582461357117,0.46288490295410156
micronesians are being treated like cockroach families ? .,Micronesians are being ill treated.,ミクロネシア人はゴキブリの家族のように扱われていますか？ 。,ミクロネシア人はひどい扱いを受けています。,ja,0.7906335592269897,0.01140129566192627,0.0011758208274841309
"this garbage has a right to speak , no matter how vile his message .","He has the right to speak , no matter how vile his message .",どんなに卑劣なメッセージであっても、このゴミには発言する権利がある。,たとえそのメッセージがどれほど卑劣であっても、彼には発言する権利がある。,ja,0.8065605759620667,0.9985032081604004,0.0005944967269897461
theyre from the same dung heap .,They are from the same gang,彼らは同じ糞の山から来たのです。,彼らは同じギャングの出身です,ja,0.7822154760360718,0.9983468055725098,0.9954327344894409
"would he have ended these cash for access , buy a political whore events if he wasnt caught ? .","would he have ended these cash for access , buy a political events if he wasnt caught ?",もし捕まらなかったら、彼はアクセスのための現金をやめて、政治的売春婦のイベントを買っただろうか？ 。,もし捕まらなかったら、彼はアクセスのためにこれらの現金を使い果たし、政治イベントを購入しただろうか？,ja,0.8167428970336914,0.07429248094558716,0.000912785530090332
"until feminists take on islam and how it treats women , the entire movement is a total farce !",Feminism is not a good movement,フェミニストがイスラム教とイスラム教の女性の扱い方を取り上げるまでは、運動全体がまったくの茶番劇だ！,フェミニズムは良い運動ではない,ja,0.8104281425476074,0.966359555721283,0.0008380413055419922
countless crap has been spotted by me .,countless wrong things has been spotted by me .,私は数え切れないほどのがらくたを見つけてきました。,私は数え切れないほど間違ったことを発見してきました。,ja,0.7850449085235596,0.8319030404090881,0.0005784034729003906
"dear alaexis , this kid is an asshole , does not understand anything , an idiot .","Dear alaexis, this kid does not understand.",親愛なるアラエクシス、この子はクソ野郎で、何も理解できていない、バカだ。,親愛なるアラエクシス、この子は理解できません。,ja,0.9012843370437622,0.9995026588439941,0.015856146812438965
"this is all coming out of our darned pockets , and i am not confident !","this is all coming out of our pockets , and i am not confident !",これはすべて私たちのひどいポケットから出ているものであり、私は自信がありません。,これはすべて私たちのポケットから出ているので、自信がありません。,ja,0.8764299750328064,0.0007266402244567871,0.00041300058364868164
outsideryou are an idiot to make such an ignorant remark .,Your remark is ignorant.,部外者がそんな無知な発言するなんてバカだよ。,あなたの発言は無知です。,ja,0.7313889265060425,0.0014840960502624512,0.009545385837554932
i didnt vote for the liar,I didn't vote for him,私は嘘つきには投票しませんでした,私は彼に投票しませんでした,ja,0.8837103247642517,0.002740621566772461,0.0019283890724182129
i wouldnt spend dollar one in that racist hellhole .,i wouldnt spend dollar one in that place.,私はその人種差別の地獄に1ドルも使いたくない。,そんなところでは1ドルも使いたくない。,ja,0.8197588920593262,0.9951765537261963,0.0018038153648376465
do they think we are really stupid or just too lazy to stop them ? .,do they think we are really unsuitable or just too lazy to stop them ? .,彼らは私たちが本当に愚かだと思っているのか、それとも彼らを止めることができないだけの怠け者だと思っているのでしょうか？ 。,彼らは私たちが本当にふさわしくないと思っているのでしょうか、それとも彼らを止めるには怠け者なのでしょうか？ 。,ja,0.8640307784080505,0.9985542893409729,0.9969936609268188
"thats not a policy , thats nothing but bull pucky for the ignorant masses .",Thats not a policy,それは政策ではなく、無知な大衆に対する強気な態度にすぎません。,それはポリシーではありません,ja,0.7931432723999023,0.0014951229095458984,0.0005861520767211914
you dont need to be hurting their families even more by posting ignorant judgemental comments .,You don't have to hurt their families further by commenting on ignorant decisions.,無知な批判的なコメントを投稿して、家族をさらに傷つける必要はありません。,無知な決定についてコメントして、家族をさらに傷つける必要はありません。,ja,0.844944953918457,0.0009151697158813477,0.001458883285522461
better than any of the bums currently quarterbacking this sht show .,Better than anyone currently quarterbacking this show.,このショーで現在クォーターバックを務めているどの野郎よりも優れています。,現在この番組でクォーターバックを務めている誰よりも優れています。,ja,0.7961934804916382,0.13115906715393066,0.0012907981872558594
the free world doesnt need your stupidity .,the free world doesnt need your ignorance .,自由な世界はあなたの愚かさを必要としません。,自由な世界はあなたの無知を必要としません。,ja,0.9179410934448242,0.0032117366790771484,0.001729130744934082
i stand by my ridiculous statement that planned parenthood and the illegal alien apologists were behind the marches .,I stand by my statement that planned parenthood and the unallowed people were behind the marches.,私は、計画的な子育てと不法外国人の弁護者たちが行進の背後にいるという私のばかばかしい声明を支持します。,私は、計画的な子育てと許可されていない人々が行進の背後にいるという私の声明を支持します。,ja,0.8309392929077148,0.14832544326782227,0.015237033367156982
"sore losers , cry babiesfake news !",It's fake news,負けず嫌い、泣き虫フェイクニュース！,フェイクニュースだよ,ja,0.7513507008552551,0.9748202562332153,0.0014597177505493164
now to digest it for you the above sentence ( quoted ) is downright stupid .,Now to digest it for you the above sentence(quoted)is not right,ここで要約してみましょう。上記の文 (引用) はまったく愚かです。,さて、あなたのためにそれを要約するために、上の文（引用）は正しくありません,ja,0.7193299531936646,0.0007752180099487305,0.0005194544792175293
some idiots put that to overshadow the war .,Someone put that to overshadow the war.,一部の愚か者は戦争を目立たなくするためにそれを言った。,誰かが戦争を覆い隠すためにそれを置いた。,ja,0.7924188375473022,0.024480879306793213,0.0012454986572265625
thats all the garbage you can come up with to bash trump ?,that's all you can come up with?,トランプを叩くために思いつくゴミはこれだけ？,思いつくのはそれだけですか？,ja,0.7398401498794556,0.9966527819633484,0.0008974075317382812
can you see how ridiculous these cases are becoming ?,Can you see how funny these cases are getting?,これらの事件がどれほどばかばかしいものになっているかわかりますか？,これらの事件がどれほどおかしなことになっているかわかりますか?,ja,0.8600670695304871,0.0006823539733886719,0.0006512999534606934
the ship of fools are sailing full speed ahead .,The ship are sailing full speed ahead,愚か者の船は全速力で進んでいます。,船は全速力で進んでいます,ja,0.8571380376815796,0.0012578368186950684,0.0003934502601623535
"did you read the article at all , or are you just another one of the gupta stooges ?","did you read the article at all , or not?",あなたは記事を少しでも読みましたか、それともグプタの手先の一人ですか？,あなたはその記事を少しでも読みましたか、それとも読んでいませんか？,ja,0.8202953338623047,0.027077019214630127,0.0005554556846618652
wikipedia review and tell the world why you not a grand dickhead,wikipedia review and tell the world why you are not grand,ウィキペディアをレビューして、なぜあなたが大馬鹿者ではないのかを世界に伝えてください,ウィキペディアをレビューして、なぜあなたが壮大ではないのかを世界に伝えてください,ja,0.8889790773391724,0.0011563301086425781,0.0007526874542236328
maybe your bitchass needs to chill the fuck out some time .,maybe you need to chill out some time .,たぶん、あなたのビッチはしばらく落ち着く必要があるでしょう。,しばらくリラックスする必要があるかもしれません。,ja,0.8662455081939697,0.11048829555511475,0.0004897117614746094
"easy answer to the last question , of course hes dumb .",easy answer to the last question. he must lack knowledge in that area,最後の質問に対する簡単な答えですが、もちろん彼は愚かです。,最後の質問に対する簡単な答え。彼はその分野の知識が欠けているに違いない,ja,0.8443540334701538,0.9045661091804504,0.001304924488067627
theyre despicable scum trying to take healthcare from millions so they can give tax breaks to billionaires .,They are trying to take healthcare from millions so they can give tax breaks to billionaires.,彼らは億万長者に減税を与えるために何百万もの人々から医療を取り上げようとしている卑劣なクズです。,彼らは億万長者に減税を与えるために何百万人もの人々から医療を取り上げようとしている。,ja,0.840489387512207,0.9986324906349182,0.02577120065689087
"he is morally bankrupt , intellectually lazy , and preternaturally greedy hewell quit before hes impeached .",He resigned before being accused,彼は道徳的に破綻しており、知的怠惰で、異常なまでに貪欲なので、弾劾される前に辞めるべきだろう。,彼は告発される前に辞任した,ja,0.8716602325439453,0.9982327222824097,0.0011082291603088379
so sad the voters in her district are stupid enough to continue to elect her .,So sad the voters in her district continue to elect her.,彼女の選挙区の有権者が彼女を選出し続けるほど愚かであることがとても悲しい。,彼女の選挙区の有権者が彼女を選び続けているのはとても悲しいことです。,ja,0.7957658767700195,0.9936944842338562,0.02975255250930786
the second is also untrue to the point of idiocy .,The second is also untrue.,2番目の意見も、愚かな点で真実ではありません。,2番目も虚偽です。,ja,0.7899551391601562,0.0004628896713256836,0.0007666349411010742
"damn , he was back home and should have stayed there .","damn , he was back home and should have stayed there .",くそー、彼は家に帰ってきたし、そこに留まるべきだった。,くそー、彼は家に帰ってきたし、そこに留まるべきだった。,ja,0.895904541015625,0.002875030040740967,0.002875030040740967
"for these two fat , dumb , and stupid is no way to go through life .",for these two is no way to go through life .,なぜなら、この二人の太っていて、愚かで、愚かな人間は、人生を生きていく方法ではありません。,この二人が人生を歩むことは不可能だからだ。,ja,0.7848706245422363,0.9989545345306396,0.003953158855438232
"im sure some is political bias , some cover your butt and pretend theres nothing wrong .","im sure some is political bias , some cover you and pretend theres nothing wrong .",確かに、政治的偏見のある人もいれば、尻を隠して何も問題がないふりをする人もいます。,確かに政治的偏見もあれば、あなたをかばって何も問題がないふりをする人もいます。,ja,0.7719981670379639,0.9913562536239624,0.9702510237693787
the us is one sick crazy hell of a place .,us is not a good place,アメリカは最悪のクレイジーな場所だ。,私たちは良い場所ではありません,ja,0.5225265026092529,0.9959385395050049,0.002146422863006592
in response to your last paragraph rubbish .,In response to your last paragraph.,あなたの最後の段落のくだらないことへの返答として。,あなたの最後の段落への返答です。,ja,0.803473949432373,0.000803530216217041,0.00045222043991088867
hell no dont you fucking talk back to me,Don't you talk back to me.,いや、私に口答えしないでください,私に口答えしないでください。,ja,0.7450093030929565,0.000945746898651123,0.0010834932327270508
this is a free country that protectsamendment rights from little commies like you .,This is a free country that protects ammendment rights people like you,これはあなたのような小さな共産主義者から改正の権利を保護する自由な国です。,これはあなたのような憲法改正の権利を保護する自由な国です,ja,0.7914165258407593,0.9620582461357117,0.003307938575744629
"wow , talk about an ignorant comment .",talk about an ignorant comment,うわー、無知なコメントについて話してください。,無知なコメントについて話す,ja,0.8713433742523193,0.0033426284790039062,0.003618776798248291
you have neither the honesty nor the maturity to admit that you said something stupid .,You don't have maturity to admit something you told,あなたには自分が愚かなことを言ったことを認める正直さも成熟度もありません。,あなたには自分が言ったことを認めるほどの成熟度がありません,ja,0.8852697014808655,0.9969954490661621,0.8096166253089905
